"Project ID","ARB ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","ARB Project Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR1409","CAFR6409","","Sierra Pacific Industries","Sierra Pacific Industries","Martell","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Calaveras County","CALIFORNIA","US","","","Project combined with CAR1386, CAR1404, CAR1405, and CAR1406","","08/17/2020","","View","View","",
"CAR1483","NA","","Radicle Group Inc.","Radicle Group Inc.","Martin Grassland Project","","","","Canada Grassland","Listed","Not ARB Eligible","Special Area #3","ALBERTA","CA","","","","","05/25/2021","","View","View","",
"CAR591","NA","","City of Martinsville","City of Martinsville","Martinsville Methane Collection Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","225 Arden Circle, Martinsville, VA 24112","VIRGINIA","US","","","","68767","02/11/2010","03/30/2011","View","View","",
"CAR1261","NA","","Ducks Unlimited, Inc.","Ducks Unlimited, Inc.","May Ranch Avoided Grassland Conversion","","","","Avoided Grassland Conversion","Registered","Not ARB Eligible","Prowers County, CO; NE of Lamar, CO","COLORADO","US","","","","39599","05/11/2017","06/22/2018","View","View","NA",
"CAR429","NA","","Bascom Pacific, LLC","Bascom Pacific, LLC","McCloud River","","","","Conservation-Based Forest Management","Registered","Not ARB Eligible","Shasta and Siskiyou Counties","CALIFORNIA","US","","","","451927","01/17/2009","11/01/2013","View","View","",
"CAR409","NA","","Montauk Energy Capital, LLC","Montauk Energy Capital, LLC","McKinney Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Dallas, Texas","TEXAS","US","","","","655611","11/06/2008","06/03/2009","View","View","www.montaukenergy.com",
"CAR437","NA","","Environmental Trust Company","Environmental Trust Company","Meadow Branch Landfill","","","SCS Global Services","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Athens","TENNESSEE","US","","","","88287","11/11/2009","01/27/2010","View","View","",
"CAR1425","NA","","Southern Plains Land Trust","Southern Plains Land Trust","Medford Spring Grassland Conservation","","","","Avoided Grassland Conversion","Registered","Not ARB Eligible","Bent County, Colorado","COLORADO","US","","","","1452","07/09/2020","12/02/2020","View","View","southernplains.org",
"CAR815","NA","","Kent and Sorensen Overseas, SA de CV","Kent and Sorensen Overseas, SA de CV","Methane Recovery in G-06 Swine Farm","Kent and Sorensen Overseas, SA de CV","None","","Livestock - MX","Completed","Not ARB Eligible","Conkal, Yucatan","YUCATÁN","MX","","","Project moved to a status of completed for failing to maintain the Reserve's reporting requirements","575","03/17/2011","02/09/2012","View","View","www.kentsorensen.com",
"CAR836","NA","","Environmental Credit Corp.","Environmental Credit Corp.","Miedema Dairy","Environmental Credit Corp.","N/A","SES, Inc.","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Pickaway County; Circleville","OHIO","US","","","","3668","07/21/2011","03/01/2012","View","View","",
"CAR1407","CAFR6407","","Sierra Pacific Industries","Sierra Pacific Industries","Mineral","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","Proposed Project","Shasta and Tehama Counties","CALIFORNIA","US","","","Combined into CAR1408 moving forward","","08/17/2020","","View","View","",
"CAR406","NA","","City of Superior","City of Superior","Moccasin Mike Landfill Gas Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Superior","WISCONSIN","US","","","","424257","11/20/2008","11/16/2010","View","View","",
"CAR1330","CAFR6330","","Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.","Monte Rio Improved Forest Management Project","Bohemian Club","Forest Carbon Partners, L.P.","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Monte Rio, Sonoma County","CALIFORNIA","US","","","","241719","09/04/2019","05/11/2020","View","View","www.forestcarbonpartners.com",
"CAR1102","CAFR5148","","Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.","Montesol - Forest Carbon Partners Improved Forest Management Project","Montesol LLC","Forest Carbon Partners","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Napa County","CALIFORNIA","US","","","","231150","12/31/2014","11/14/2017","View","View","www.forestcarbonpartners.com",
"CAR592","NA","","Advanced Disposal Services Morehead Landfill, Inc.","Advanced Disposal Services Morehead Landfill, Inc.","Morehead Landfill","","","GHD Services, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Morehead","KENTUCKY","US","","","","305059","02/25/2010","07/15/2011","View","View","",
"CAR1384","CAFR6384","","Sierra Pacific Industries","Sierra Pacific Industries","Mosquito 2019","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Redding","CALIFORNIA","US","","","","","10/29/2019","","View","View","",
"CAR483","NA","","Androscoggin Valley Regional Refuse Disposal Dist","Androscoggin Valley Regional Refuse Disposal Dist","Mt. Carberry Landfill","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Berlin","NEW HAMPSHIRE","US","","","","175413","08/27/2009","07/16/2010","View","View","",
"CAR557","NA","","Camco International Group, Inc.","Camco International Group, Inc.","Mt. Herman Landfill Gas Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Hudson, Caldwell County,","NORTH CAROLINA","US","","","","39704","06/03/2010","09/14/2010","View","View","",
"CAR1389","NA","","Pivot Bio, Inc","Pivot Bio, Inc","N Fixing Microbes - Pivot Bio","","","","Nitrogen Management","Registered","Not ARB Eligible","IL","ILLINOIS","US","","","","3","11/01/2019","05/12/2021","View","View","",
"CAR1022","CALS5032","","3Degrees Group, Inc","3Degrees Group, Inc","New Energy One Livestock Project","3Degrees Group, Inc","N/A","Ruby Canyon Environmental, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Outside of Twin Falls, Idaho","IDAHO","US","","","","226281","12/09/2013","05/03/2014","View","View","",
"CAR560","NA","","New River Resource Authority","New River Resource Authority","New River Landfill Gas Methane Destruction Project","","","SCS Global Services","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Dublin, Virginia","VIRGINIA","US","","","","496598","11/30/2009","05/20/2011","View","View","",
"CAR454","NA","","New River Solid Waste Association","New River Solid Waste Association","New River Regional Landfill","","","LRQA  Americas Sustainability, Inc. (Formerly RMA)","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Raiford, Union County","FLORIDA","US","","","Exceeded regulatory threshold requiring LFG Destruction 3/2010. No longer eligible for crediting.","225829","05/11/2009","03/05/2010","View","View","",
"CAR548","NA","","Wicomico County, Maryland","Wicomico County, Maryland","Newland Park Landfill","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Wicomico County","MARYLAND","US","","","Request that account be closed and project moved to completed (email 12/7/2012)","85242","11/24/2009","04/22/2011","View","View","http://www.wicomicocounty.org/pubwrk/solid.htm",
"CAR1117","CAFR5117","","Sierra Pacific Industries","Sierra Pacific Industries","Ninemile","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Listed","Proposed Project","in Tehama and Butte counties north east of Chico","CALIFORNIA","US","","","","","01/21/2015","","View","View","",
"CAR1378","CAFR6378","","Sierra Pacific Industries","Sierra Pacific Industries","Ninemile 2019","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","","Butte and Tehama Counties","CALIFORNIA","US","","","combined CAR1378, CAR1379, CAR1380 into CAR1381","","05/12/2021","","View","View","",
"CAR464","NA","","Environmental Credit Corp.","Environmental Credit Corp.","Noblehurst Farms, Inc.","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Linwood; Livingston County","NEW YORK","US","","","","6781","06/25/2009","04/07/2010","View","View","N/A",
"CAR1192","CAFR5292","","Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC","North Navarro West","Mendocino Redwood Company","NONE","","Improved Forest Management - ARB Compliance","Completed","Inactive","Mendocino County","CALIFORNIA","US","","","","","10/23/2015","","View","View","",
"CAR1385","CAFR6385","","Sierra Pacific Industries","Sierra Pacific Industries","North Stirling 2019","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Redding","CALIFORNIA","US","","","","","10/29/2019","","View","View","",
"CAR435","NA","","Waste Services of N. E. Mississippi, Inc.","Waste Services of N. E. Mississippi, Inc.","Northeast Mississippi Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Walnut","MISSISSIPPI","US","","","","1018502","05/05/2009","10/21/2009","View","View","",
"CAR834","NA","","Northwestern Landfill, Inc.","Northwestern Landfill, Inc.","Northwestern Landfill","","","Ruby Canyon Environmental, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Parkersburg","WEST VIRGINIA","US","","","","82562","06/21/2011","10/25/2013","View","View","",
"CAR826","NA","","OEKO Service Luxembourg (O.S.L) S.A.","OEKO Service Luxembourg (O.S.L) S.A.","O.S.L. ODS Destruction Project Mexico","","","","Ozone Depleting Substances - Article 5 Imports","Completed","Not ARB Eligible","El Dorado, AR   sourced from Celaya, MX","ARKANSAS","US","","","","89834","05/19/2011","06/07/2012","View","View","",
"CAR1133","CALS5133","","Align RNG Magnolia, LLC","Align RNG Magnolia, LLC","OHE DM2-1","Outlaw Hog Energy LLC","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Duplin County; Magnolia","NORTH CAROLINA","US","","","","29644","02/24/2015","10/13/2015","View","View","",
"CAR1132","CALS5132","","Align RNG Magnolia, LLC","Align RNG Magnolia, LLC","OHE DM4-3","Outlaw Hog Energy LLC","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Duplin County; Magnolia","NORTH CAROLINA","US","","","","45639","02/24/2015","11/05/2015","View","View","",
"CAR674","NA","","Oneida Herkimer Solid Waste Authority","Oneida Herkimer Solid Waste Authority","Oneida Herkimer Landfill Ava, NY","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Ava, NY","NEW YORK","US","","","","1088638","01/13/2020","01/24/2011","View","View","www.ohswa.org",
"CAR1178","CALS5245","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","Open Sky Ranch Dairy Digester","Open Sky Ranch, Inc.","Maas Energy Works, Inc.","","Livestock - ARB Compliance","Registered","Active ARB Project","Fresno Co","CALIFORNIA","US","","","","62741","11/17/2015","04/04/2017","View","View","",
"CAR1340","CALS6340","","OptimaBio, LLC","OptimaBio, LLC","Optima KV, LLC","OptimaBio, LLC","None","Agri-Waste Technology, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","KENANSVILLE","NORTH CAROLINA","US","","","","20517","07/02/2019","06/22/2020","View","View","www.pig.energy",
"CAR917","NA","","The University of North Carolina at Chapel Hill","The University of North Carolina at Chapel Hill","Orange County NC Landfill Gas Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Orange County, North Carolina","NORTH CAROLINA","US","","","","309581","10/19/2011","11/09/2012","View","View","",
"CAR1108","CALS5131","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","Pacific Rim Dairy Digester","Pacific Rim Energy, LLC","Maas Energy Works, Inc","","Livestock - ARB Compliance","Completed","","Tulare County","CALIFORNIA","US","","","","88654","02/04/2015","08/31/2016","View","View","",
"CAR1477","NA","","Radicle Group Inc.","Radicle Group Inc.","Paetz Grassland Project","","","","Canada Grassland","Listed","Not ARB Eligible","Municipal District of Wainwright","ALBERTA","CA","","","","","05/25/2021","","View","View","",
"CAR1049","CALS5097","","3Degrees Group, Inc","3Degrees Group, Inc","Pagel's Ponderosa Dairy Methane Reduction Project","Pagel's Ponderosa Dairy","3Degrees Group, Inc","","Livestock - ARB Compliance","Registered","Active ARB Project","Kewaunee, Wisconsin","WISCONSIN","US","","","","70206","11/07/2014","10/16/2015","View","View","http://pagelsponderosa.com/",
"CAR532","NA","","3Degrees Group, Inc","3Degrees Group, Inc","Pagel’s Ponderosa Dairy","TerraPass, Inc","None","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Kewaunee","WISCONSIN","US","","","","36680","11/19/2009","09/30/2011","View","View","",
"CAR602","NA","","Environmental Credit Corp.","Environmental Credit Corp.","Patterson Farms","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Cayuga County; Auburn, NY","NEW YORK","US","","","","11631","03/26/2010","12/24/2013","View","View","",
"CAR1137","CALS5144","","ClimeCo LLC","ClimeCo LLC","Patterson Farms COP","ClimeCo Corporation","None","","Livestock - ARB Compliance","Completed","Terminated","1131 Town Line Rd, Auburn, NY 13021; Cayuga County","NEW YORK","US","","","","18283","02/12/2015","05/11/2016","View","View","",
"CAR952","NA","","Pure Chem Separation LP","Pure Chem Separation LP","PCS Domestic ODS Destruction Project #6","Pure Chem Separation LP","","","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","El Dorado","ARKANSAS","US","","","","332336","02/17/2012","04/17/2012","View","View","www.purechemseparation.com",
"CAR954","NA","","Pure Chem Separation LP","Pure Chem Separation LP","PCS Domestic ODS Destruction Project #7","Pure Chem Separation LP","","","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","El Dorado","ARKANSAS","US","","","","73584","02/17/2012","05/14/2012","View","View","www.purechemseparation.com",
"CAR839","NA","","PCS Nitrogen Fertilizer L.P.","PCS Nitrogen Fertilizer L.P.","PCS Nitrogen Fertilizer LP - NAP V Nitrous Oxide Abatement Project","","","Ruby Canyon Environmental, Inc.","Nitric Acid N2O- Secondary Catalyst","Completed","Not ARB Eligible","Ascension and Iberville Parish:Geismar, Louisiana","LOUISIANA","US","","","","417612","06/03/2011","01/29/2014","View","View","",
"CAR796","NA","","Environmental Credit Corp.","Environmental Credit Corp.","Peninsula Composting","","","","Organic Waste Composting","Completed","Not ARB Eligible","Wilmington, DE","DELAWARE","US","","","","70316","01/26/2011","06/19/2014","View","View","http://www.peninsulacompostcompany.com",
"CAR945","NA","","Perfect Score Too, LTD","Perfect Score Too, LTD","Perfect Cycle ODS-1","Perfect Score Technologies, LLC","","First Environment, Inc.","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","Bowling Green , OH","OHIO","US","","","","52500","12/21/2011","12/10/2012","View","View","",
"CAR1242","CAOD5290","","Perfect Score Too, LTD","Perfect Score Too, LTD","Perfect Cycle ODS-2","Perfect Score Technologies, LLC","none","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Completed","Bowling Green, Ohio","OHIO","US","","","","42233","09/26/2016","01/30/2017","View","View","",
"CAR1287","CAOD5331","","Perfect Score Too, LTD","Perfect Score Too, LTD","Perfect Cycle ODS-3","Perfect Score Technologies, LLC","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Completed","Bowling Green, Ohio","OHIO","US","","","","52930","12/01/2017","02/28/2018","View","View","www.perfectcycle.com",
